game,hype,team1,team2,shortDate,gameInfo,possessions,eFG,perDrama,conference1,conference2,conference,tournament
2683,1,Charlotte,UTEP,"Thursday, January 9, 2014",Charlotte 73  UTEP 68,67,0.504587156,0.0333,Conference USA,Conference USA,1,0
2682,1,Northern Colorado,Weber St.,"Thursday, January 9, 2014",Northern Colorado 70  Weber St. 51,55,0.5,0.0207,Big Sky,Big Sky,1,0
2681,1,Eastern Washington,Montana,"Thursday, January 9, 2014",Eastern Washington 69  Montana 62,62,0.486363636,0.027,Big Sky,Big Sky,1,0
2680,4.680929741,Xavier,Marquette,"Thursday, January 9, 2014",Xavier 86  Marquette 79,67,0.569444444,0.0279,Big East,Big East,1,0
2679,1,Georgia St.,Western Kentucky,"Thursday, January 9, 2014",Georgia St. 77  Western Kentucky 54,66,0.431623932,0.021,Sun Belt,Sun Belt,1,0
2678,6.960995025,Arizona,UCLA,"Thursday, January 9, 2014",Arizona 79  UCLA 75,70,0.504273504,0.0292,Pac Ten,Pac Ten,1,0
2677,1,New Mexico St.,Seattle,"Thursday, January 9, 2014",New Mexico St. 96  Seattle 87,74,0.569565217,0.0022,WAC,WAC,1,0
2676,1,Michigan,Nebraska,"Thursday, January 9, 2014",Michigan 71  Nebraska 70,59,0.641414141,0.0472,Big Ten,Big Ten,1,0
2675,1,Iowa,Northwestern,"Thursday, January 9, 2014",Iowa 93  Northwestern 67,73,0.531818182,0.0016,Big Ten,Big Ten,1,0
2674,1,Sam Houston St.,McNeese St.,"Thursday, January 9, 2014",Sam Houston St. 86  McNeese St. 81,75,0.509009009,0.005,Southland,Southland,1,0
2673,1,Texas A&M Corpus Chris,Northwestern St.,"Thursday, January 9, 2014",Texas A&M Corpus Chris 101  Northwestern St. 87,78,0.58677686,0.024,Southland,Southland,1,0
2672,1,Southeastern Louisiana,Incarnate Word,"Thursday, January 9, 2014",Southeastern Louisiana 76  Incarnate Word 72,74,0.478632479,0.0248,Southland,Southland,1,0
2671,1,New Orleans,Abilene Christian,"Thursday, January 9, 2014",New Orleans 87  Abilene Christian 81,78,0.51754386,0.0313,Southland,Southland,1,0
2670,1,Nicholls St.,Lamar,"Thursday, January 9, 2014",Nicholls St. 64  Lamar 60,64,0.466019417,0.0396,Southland,Southland,1,0
2669,1,Stephen F. Austin,Houston Baptist,"Thursday, January 9, 2014",Stephen F. Austin 77  Houston Baptist 50,76,0.458715596,0.0012,Southland,Southland,1,0
2668,1,Tulsa,Tulane,"Thursday, January 9, 2014",Tulsa 97  Tulane 71,64,0.606481481,0.0034,Conference USA,Conference USA,1,0
2667,1,Troy,Arkansas St.,"Thursday, January 9, 2014",Troy 98  Arkansas St. 84,77,0.617391304,0.0271,Sun Belt,Sun Belt,1,0
2666,1,UTSA,Marshall,"Thursday, January 9, 2014",UTSA 90  Marshall 81,76,0.555084746,0.0267,Conference USA,Conference USA,1,0
2665,1,Belmont,Southeast Missouri St.,"Thursday, January 9, 2014",Belmont 107  Southeast Missouri St. 94,70,0.718487395,0.0303,Ohio Valley,Ohio Valley,1,0
2664,1,Southern Miss,North Texas,"Thursday, January 9, 2014",Southern Miss 74  North Texas 64,70,0.480392157,0.0161,Conference USA,Conference USA,1,0
2663,1,North Dakota,Idaho St.,"Thursday, January 9, 2014",North Dakota 66  Idaho St. 62,69,0.481308411,0.0346,Big Sky,Big Sky,1,0
2662,1,La Salle,George Washington,"Thursday, January 9, 2014",La Salle 76  George Washington 72,66,0.485714286,0.0381,A10,A10,1,0
2661,1,Jacksonville St.,SIU Edwardsville,"Thursday, January 9, 2014",Jacksonville St. 61  SIU Edwardsville 52,56,0.466346154,0.0307,Ohio Valley,Ohio Valley,1,0
2660,1,Louisiana Tech,Florida Atlantic,"Thursday, January 9, 2014",Louisiana Tech 84  Florida Atlantic 64,74,0.462686567,0.0051,Conference USA,Conference USA,1,0
2659,1,Wofford,The Citadel,"Thursday, January 9, 2014",Wofford 79  The Citadel 75,62,0.574561404,0.0374,Southern,Southern,1,0
2658,1,VCU,George Mason,"Thursday, January 9, 2014",VCU 71  George Mason 57,71,0.376033058,0.0112,A10,A10,1,0
2657,1,USC Upstate,Northern Kentucky,"Thursday, January 9, 2014",USC Upstate 73  Northern Kentucky 64,64,0.5,0.0184,Atlantic Sun,Atlantic Sun,1,0
2656,1,St. Francis NY,LIU Brooklyn,"Thursday, January 9, 2014",St. Francis NY 78  LIU Brooklyn 64,64,0.483870968,0.0112,Northeast,Northeast,1,0
2655,1,Robert Morris,Sacred Heart,"Thursday, January 9, 2014",Robert Morris 79  Sacred Heart 70,67,0.572072072,0.0291,Northeast,Northeast,1,0
2654,1,Quinnipiac,Manhattan,"Thursday, January 9, 2014",Quinnipiac 81  Manhattan 76,68,0.448,0.0385,MAAC,MAAC,1,0
2653,1,Florida Gulf Coast,North Florida,"Thursday, January 9, 2014",Florida Gulf Coast 79  North Florida 75,68,0.539130435,0.0405,Atlantic Sun,Atlantic Sun,1,0
2652,1,Mississippi,Auburn,"Thursday, January 9, 2014",Mississippi 65  Auburn 62,61,0.481651376,0.0338,SEC,SEC,1,0
2651,6.385017597,Memphis,Louisville,"Thursday, January 9, 2014",Memphis 73  Louisville 67,71,0.487394958,0.0358,American,American,1,0
2650,1,Jacksonville,Stetson,"Thursday, January 9, 2014",Jacksonville 88  Stetson 75,76,0.554621849,0.013,Atlantic Sun,Atlantic Sun,1,0
2649,1,South Dakota St.,IUPUI,"Thursday, January 9, 2014",South Dakota St. 86  IUPUI 70,70,0.556603774,0.0249,Summit League,Summit League,1,0
2648,1,IPFW,North Dakota St.,"Thursday, January 9, 2014",IPFW 82  North Dakota St. 71,66,0.573394495,0.0325,Summit League,Summit League,1,0
2647,1,Davidson,Furman,"Thursday, January 9, 2014",Davidson 73  Furman 56,65,0.550561798,0.0149,Southern,Southern,1,0
2646,1,Fairleigh Dickinson,Mount St. Mary's,"Thursday, January 9, 2014",Fairleigh Dickinson 85  Mount St. Mary's 79,73,0.504237288,0.0401,Northeast,Northeast,1,0
2645,1,Lipscomb,East Tennessee St.,"Thursday, January 9, 2014",Lipscomb 82  East Tennessee St. 80,69,0.558823529,0.0487,Atlantic Sun,Atlantic Sun,1,0
2644,5.366192733,Florida St.,Clemson,"Thursday, January 9, 2014",Florida St. 56  Clemson 41,56,0.419047619,0.0249,ACC,ACC,1,0
2643,1,Chattanooga,Samford,"Thursday, January 9, 2014",Chattanooga 90  Samford 81,76,0.525,0.0107,Southern,Southern,1,0
2642,1,Wagner,Central Connecticut,"Thursday, January 9, 2014",Wagner 88  Central Connecticut 59,74,0.495798319,0.0162,Northeast,Northeast,1,0
2641,1,DePaul,Butler,"Thursday, January 9, 2014",DePaul 99  Butler 94,83,0.579365079,0.0352,Big East,Big East,1,0
2640,1,Bryant,St. Francis PA,"Thursday, January 9, 2014",Bryant 77  St. Francis PA 67,64,0.57,0.0027,Northeast,Northeast,1,0
2639,1,Binghamton,New Hampshire,"Thursday, January 9, 2014",Binghamton 67  New Hampshire 38,62,0.472826087,0.009,America East,America East,1,0
2638,1,UNC Greensboro,Appalachian St.,"Thursday, January 9, 2014",UNC Greensboro 66  Appalachian St. 60,74,0.443925234,0.0355,Southern,Southern,1,0
2637,1,Idaho,Texas Pan American,"Thursday, January 9, 2014",Idaho 86  Texas Pan American 85,79,0.476377953,0.0533,WAC,WAC,1,0
2636,1,Portland,Gonzaga,"Thursday, January 9, 2014",Portland 82  Gonzaga 73,66,0.536363636,0.0246,WCC,WCC,1,0
2635,4.610036978,California,Oregon,"Thursday, January 9, 2014",California 96  Oregon 83,81,0.508,0.0367,Pac Ten,Pac Ten,1,0
2634,1,Montana St.,Portland St.,"Thursday, January 9, 2014",Montana St. 79  Portland St. 76,67,0.631067961,0.0428,Big Sky,Big Sky,1,0
2633,1,Cal St. Northridge,UC Davis,"Thursday, January 9, 2014",Cal St. Northridge 89  UC Davis 77,70,0.575892857,0.0108,Big West,Big West,1,0
2632,1,Arizona St.,USC,"Thursday, January 9, 2014",Arizona St. 79  USC 60,77,0.452991453,0.0167,Pac Ten,Pac Ten,1,0
2631,1,Oregon St.,Stanford,"Thursday, January 9, 2014",Oregon St. 81  Stanford 72,72,0.486486486,0.0363,Pac Ten,Pac Ten,1,0
2630,1,UC Irvine,Long Beach St.,"Thursday, January 9, 2014",UC Irvine 46  Long Beach St. 44,54,0.365384615,0.0379,Big West,Big West,1,0
2629,1,Cal St. Fullerton,UC Riverside,"Thursday, January 9, 2014",Cal St. Fullerton 78  UC Riverside 73,74,0.456521739,0.0136,Big West,Big West,1,0
2628,1,Grand Canyon,Cal St. Bakersfield,"Thursday, January 9, 2014",Grand Canyon 66  Cal St. Bakersfield 63,67,0.453125,0.0291,WAC,WAC,1,0
2627,1,Cal Poly,Hawaii,"Thursday, January 9, 2014",Cal Poly 77  Hawaii 65,66,0.530973451,0.0147,Big West,Big West,1,0
2626,1,UT Arlington,Louisiana Monroe,"Thursday, January 9, 2014",UT Arlington 83  Louisiana Monroe 79,71,0.569767442,0.0543,Sun Belt,Sun Belt,1,0
2625,1,San Diego,Loyola Marymount,"Thursday, January 9, 2014",San Diego 74  Loyola Marymount 67,65,0.504716981,0.0358,WCC,WCC,1,0
2624,1,Santa Clara,Saint Mary's,"Thursday, January 9, 2014",Santa Clara 57  Saint Mary's 55,57,0.476635514,0.0322,WCC,WCC,1,0
2623,1,San Francisco,Pacific,"Thursday, January 9, 2014",San Francisco 81  Pacific 72,74,0.433333333,0.0422,WCC,WCC,1,0
2622,1,Northern Arizona,Sacramento St.,"Thursday, January 9, 2014",Northern Arizona 75  Sacramento St. 65,60,0.583333333,0.0177,Big Sky,Big Sky,1,0
2621,1,BYU,Pepperdine,"Thursday, January 9, 2014",BYU 84  Pepperdine 72,67,0.5,0.0135,WCC,WCC,1,0
2620,1,William & Mary,Drexel,"Wednesday, January 8, 2014",William & Mary 85  Drexel 73,63,0.537037037,0.0206,CAA,CAA,1,0
2619,1,Saint Peter's,Fairfield,"Wednesday, January 8, 2014",Saint Peter's 56  Fairfield 55,62,0.375,0.0398,MAAC,MAAC,1,0
2618,1,Northeastern,UNC Wilmington,"Wednesday, January 8, 2014",Northeastern 79  UNC Wilmington 68,74,0.454918033,0.027,CAA,CAA,1,0
2617,1,Ohio,Kent St.,"Wednesday, January 8, 2014",Ohio 59  Kent St. 53,69,0.370689655,0.0371,MAC,MAC,1,0
2616,1,Northern Iowa,Evansville,"Wednesday, January 8, 2014",Northern Iowa 80  Evansville 53,65,0.544117647,0.0084,Missouri Valley,Missouri Valley,1,0
2615,1,Indiana St.,Drake,"Wednesday, January 8, 2014",Indiana St. 77  Drake 73,64,0.508403361,0.0387,Missouri Valley,Missouri Valley,1,0
2614,1,Delaware,Hofstra,"Wednesday, January 8, 2014",Delaware 86  Hofstra 79,74,0.495901639,0.0139,CAA,CAA,1,0
2613,1,Miami OH,Central Michigan,"Wednesday, January 8, 2014",Miami OH 77  Central Michigan 70,72,0.508849558,0.0329,MAC,MAC,1,0
2612,1,Nevada,UNLV,"Wednesday, January 8, 2014",Nevada 74  UNLV 71,67,0.43359375,0.0249,Mountain West,Mountain West,1,0
2611,5.213927291,Wisconsin,Illinois,"Wednesday, January 8, 2014",Wisconsin 95  Illinois 70,71,0.466911765,0.0028,Big Ten,Big Ten,1,0
2610,1,Texas A&M,Arkansas,"Wednesday, January 8, 2014",Texas A&M 69  Arkansas 53,69,0.431623932,0.0294,SEC,SEC,1,0
2609,3.07251462,Oklahoma St.,Texas,"Wednesday, January 8, 2014",Oklahoma St. 87  Texas 74,76,0.4625,0.0106,Big Twelve,Big Twelve,1,0
2608,1,Miami FL,North Carolina,"Wednesday, January 8, 2014",Miami FL 63  North Carolina 57,66,0.4,0.0297,ACC,ACC,1,0
2607,1,Colorado,Washington St.,"Wednesday, January 8, 2014",Colorado 71  Washington St. 70,68,0.504504505,0.0442,Pac Ten,Pac Ten,1,0
2606,1,Wichita St.,Illinois St.,"Wednesday, January 8, 2014",Wichita St. 66  Illinois St. 47,64,0.441441441,0.0023,Missouri Valley,Missouri Valley,1,0
2605,1,Georgia,Missouri,"Wednesday, January 8, 2014",Georgia 70  Missouri 64,69,0.461206897,0.0365,SEC,SEC,1,0
2604,1,Southern Illinois,Loyola Chicago,"Wednesday, January 8, 2014",Southern Illinois 71  Loyola Chicago 67,62,0.595959596,0.0504,Missouri Valley,Missouri Valley,1,0
2603,1,Kentucky,Mississippi St.,"Wednesday, January 8, 2014",Kentucky 85  Mississippi St. 63,72,0.478813559,0.007,SEC,SEC,1,0
2602,1,Missouri St.,Bradley,"Wednesday, January 8, 2014",Missouri St. 68  Bradley 65,62,0.569892473,0.0443,Missouri Valley,Missouri Valley,1,0
2601,1,South Carolina St.,Maryland Eastern Shore,"Wednesday, January 8, 2014",South Carolina St. 78  Maryland Eastern Shore 71,74,0.528037383,0.0098,MEAC,MEAC,1,0
2600,1,Charleston Southern,Coastal Carolina,"Wednesday, January 8, 2014",Charleston Southern 70  Coastal Carolina 58,65,0.481481481,0.0075,Big South,Big South,1,0
2599,1,American,Loyola MD,"Wednesday, January 8, 2014",American 65  Loyola MD 51,64,0.454081633,0.0155,Patriot League,Patriot League,1,0
2598,1,Vermont,Yale,"Wednesday, January 8, 2014",Vermont 67  Yale 59,62,0.425742574,0.0396,America East,Ivy League,0,0
2597,1,Western Michigan,Toledo,"Wednesday, January 8, 2014",Western Michigan 87  Toledo 76,73,0.512931034,0.0214,MAC,MAC,1,0
2596,1,VMI,Longwood,"Wednesday, January 8, 2014",VMI 95  Longwood 72,81,0.473484848,0.0063,Big South,Big South,1,0
2595,1.40490524,Virginia,Wake Forest,"Wednesday, January 8, 2014",Virginia 74  Wake Forest 51,66,0.485,0.0041,ACC,ACC,1,0
2594,1,St. Bonaventure,Richmond,"Wednesday, January 8, 2014",St. Bonaventure 84  Richmond 70,72,0.508928571,0.0283,A10,A10,1,0
2593,1,Villanova,Seton Hall,"Wednesday, January 8, 2014",Villanova 83  Seton Hall 67,66,0.596938776,0.0093,Big East,Big East,1,0
2592,1,Radford,Liberty,"Wednesday, January 8, 2014",Radford 72  Liberty 63,70,0.462616822,0.0247,Big South,Big South,1,0
2591,1,Providence,Georgetown,"Wednesday, January 8, 2014",Providence 70  Georgetown 52,64,0.469072165,0.0238,Big East,Big East,1,0
2590,1,Winthrop,Presbyterian,"Wednesday, January 8, 2014",Winthrop 71  Presbyterian 67,65,0.564220183,0.0276,Big South,Big South,1,0
2589,1,Minnesota,Penn St.,"Wednesday, January 8, 2014",Minnesota 68  Penn St. 65,70,0.426605505,0.0413,Big Ten,Big Ten,1,0
2588,3.802324353,Kansas,Oklahoma,"Wednesday, January 8, 2014",Kansas 90  Oklahoma 83,71,0.566037736,0.0251,Big Twelve,Big Twelve,1,0
2587,1,Milwaukee,Oakland,"Wednesday, January 8, 2014",Milwaukee 84  Oakland 75,81,0.450819672,0.0231,Horizon League,Horizon League,1,0
2586,1,Massachusetts,Saint Joseph's,"Wednesday, January 8, 2014",Massachusetts 66  Saint Joseph's 62,65,0.514705882,0.0399,A10,A10,1,0
2585,1,Army,Lehigh,"Wednesday, January 8, 2014",Army 79  Lehigh 76,68,0.550420168,0.0398,Patriot League,Patriot League,1,0
2584,1,Bucknell,Lafayette,"Wednesday, January 8, 2014",Bucknell 96  Lafayette 86,71,0.606837607,0.0187,Patriot League,Patriot League,1,0
2583,1,Holy Cross,Colgate,"Wednesday, January 8, 2014",Holy Cross 73  Colgate 64,62,0.514851485,0.0276,Patriot League,Patriot League,1,0
2582,1,UNC Asheville,Gardner Webb,"Wednesday, January 8, 2014",UNC Asheville 81  Gardner Webb 77,72,0.522727273,0.0358,Big South,Big South,1,0
2581,1,Florida,South Carolina,"Wednesday, January 8, 2014",Florida 74  South Carolina 58,66,0.569767442,0.0026,SEC,SEC,1,0
2580,1,Murray St.,Eastern Kentucky,"Wednesday, January 8, 2014",Murray St. 77  Eastern Kentucky 64,66,0.517857143,0.026,Ohio Valley,Ohio Valley,1,0
2579,1,Duquesne,Fordham,"Wednesday, January 8, 2014",Duquesne 87  Fordham 81,75,0.484496124,0.018,A10,A10,1,0
2578,4.782911392,Connecticut,Harvard,"Wednesday, January 8, 2014",Connecticut 61  Harvard 56,63,0.46039604,0.037,American,Ivy League,0,0
2577,1,Columbia,Stony Brook,"Wednesday, January 8, 2014",Columbia 68  Stony Brook 63,62,0.524509804,0.0353,Ivy League,America East,0,0
2576,1,Cleveland St.,Detroit,"Wednesday, January 8, 2014",Cleveland St. 73  Detroit 63,65,0.466666667,0.0102,Horizon League,Horizon League,1,0
2575,1,Campbell,High Point,"Wednesday, January 8, 2014",Campbell 74  High Point 71,60,0.552631579,0.0332,Big South,Big South,1,0
2574,1,Buffalo,Northern Illinois,"Wednesday, January 8, 2014",Buffalo 67  Northern Illinois 46,65,0.40625,0.0069,MAC,MAC,1,0
2573,1,Eastern Michigan,Bowling Green,"Wednesday, January 8, 2014",Eastern Michigan 56  Bowling Green 51,69,0.346534653,0.0301,MAC,MAC,1,0
2572,1,Akron,Ball St.,"Wednesday, January 8, 2014",Akron 72  Ball St. 68,69,0.418103448,0.0234,MAC,MAC,1,0
2571,1,Albany,UMBC,"Wednesday, January 8, 2014",Albany 73  UMBC 72,74,0.474576271,0.0535,America East,America East,1,0
2570,1,Colorado St.,San Jose St.,"Wednesday, January 8, 2014",Colorado St. 66  San Jose St. 64,62,0.505434783,0.0473,Mountain West,Mountain West,1,0
2569,1,Fresno St.,Air Force,"Wednesday, January 8, 2014",Fresno St. 71  Air Force 65,64,0.494791667,0.0125,Mountain West,Mountain West,1,0
2568,1,New Mexico,Wyoming,"Wednesday, January 8, 2014",New Mexico 72  Wyoming 69,66,0.518018018,0.0488,Mountain West,Mountain West,1,0
2567,3.552213333,San Diego St.,Boise St.,"Wednesday, January 8, 2014",San Diego St. 69  Boise St. 66,64,0.471698113,0.0107,Mountain West,Mountain West,1,0
2566,1,Washington,Utah,"Wednesday, January 8, 2014",Washington 59  Utah 57,62,0.475247525,0.044,Pac Ten,Pac Ten,1,0
2565,1,College of Charleston,James Madison,"Tuesday, January 7, 2014",College of Charleston 75  James Madison 61,64,0.504424779,0.0212,CAA,CAA,1,0
2564,1,Brown,New Hampshire,"Tuesday, January 7, 2014",Brown 72  New Hampshire 68,71,0.461206897,0.0033,Ivy League,America East,0,0
2563,1,Boston University,Navy,"Tuesday, January 7, 2014",Boston University 55  Navy 32,54,0.352380952,0.003,Patriot League,Patriot League,1,0
2562,1,Syracuse,Virginia Tech,"Tuesday, January 7, 2014",Syracuse 72  Virginia Tech 52,55,0.495412844,0.0081,ACC,ACC,1,0
2561,1,North Carolina St.,Notre Dame,"Tuesday, January 7, 2014",North Carolina St. 77  Notre Dame 70,68,0.455645161,0.0401,ACC,ACC,1,0
2560,9.432134293,Michigan St.,Ohio St.,"Tuesday, January 7, 2014",Michigan St. 72  Ohio St. 68,75,0.5,0.041,Big Ten,Big Ten,1,0
2559,1,Cincinnati,Houston,"Tuesday, January 7, 2014",Cincinnati 61  Houston 60,61,0.459459459,0.0111,American,American,1,0
2558,1,Alabama,Vanderbilt,"Tuesday, January 7, 2014",Alabama 68  Vanderbilt 63,60,0.530612245,0.0173,SEC,SEC,1,0
2557,1,Green Bay,Chicago St.,"Tuesday, January 7, 2014",Green Bay 98  Chicago St. 62,74,0.503937008,0.006,Horizon League,WAC,0,0
2556,1,Middle Tennessee,Tennessee St.,"Tuesday, January 7, 2014",Middle Tennessee 74  Tennessee St. 66,67,0.421052632,0.0177,Conference USA,Ohio Valley,0,0
2555,1,Kansas St.,TCU,"Tuesday, January 7, 2014",Kansas St. 65  TCU 47,60,0.47752809,0.0174,Big Twelve,Big Twelve,1,0
2554,1,Youngstown St.,Illinois Chicago,"Tuesday, January 7, 2014",Youngstown St. 75  Illinois Chicago 62,68,0.519417476,0.0256,Horizon League,Horizon League,1,0
2553,1,Saint Louis,Rhode Island,"Tuesday, January 7, 2014",Saint Louis 59  Rhode Island 58,63,0.419811321,0.0377,A10,A10,1,0
2552,1,North Carolina Central,Hampton,"Tuesday, January 7, 2014",North Carolina Central 74  Hampton 61,75,0.419491525,0.0183,MEAC,MEAC,1,0
2551,4.26136725,Tennessee,LSU,"Tuesday, January 7, 2014",Tennessee 68  LSU 50,62,0.455357143,0.0188,SEC,SEC,1,0
2550,6.992749245,Iowa St.,Baylor,"Tuesday, January 7, 2014",Iowa St. 87  Baylor 72,74,0.56640625,0.0209,Big Twelve,Big Twelve,1,0
2549,1,Duke,Georgia Tech,"Tuesday, January 7, 2014",Duke 79  Georgia Tech 57,61,0.548076923,0.008,ACC,ACC,1,0
2548,1,Hartford,Dartmouth,"Tuesday, January 7, 2014",Hartford 68  Dartmouth 56,60,0.505952381,0.0348,America East,Ivy League,0,0
2547,1,Creighton,DePaul,"Tuesday, January 7, 2014",Creighton 81  DePaul 62,66,0.517699115,0.0142,Big East,Big East,1,0
2546,1,Chattanooga,The Citadel,"Monday, January 6, 2014",Chattanooga 82  The Citadel 78,68,0.492125984,0.049,Southern,Southern,1,0
2545,1,Jackson St.,Alabama St.,"Monday, January 6, 2014",Jackson St. 70  Alabama St. 68,64,0.480952381,0.0459,SWAC,SWAC,1,0
2544,1,Alabama A&M,Grambling St.,"Monday, January 6, 2014",Alabama A&M 70  Grambling St. 58,61,0.49047619,0.0155,SWAC,SWAC,1,0
2543,1,Southern,Texas Southern,"Monday, January 6, 2014",Southern 79  Texas Southern 71,70,0.515748031,0.0406,SWAC,SWAC,1,0
2542,1,Savannah St.,Maryland Eastern Shore,"Monday, January 6, 2014",Savannah St. 66  Maryland Eastern Shore 42,62,0.355670103,0.0147,MEAC,MEAC,1,0
2541,1,UNC Greensboro,Furman,"Monday, January 6, 2014",UNC Greensboro 90  Furman 82,71,0.600917431,0.0318,Southern,Southern,1,0
2540,1,West Virginia,Texas Tech,"Monday, January 6, 2014",West Virginia 89  Texas Tech 86,72,0.578512397,0.0518,Big Twelve,Big Twelve,1,0
2539,3.234074074,Pittsburgh,Maryland,"Monday, January 6, 2014",Pittsburgh 79  Maryland 59,68,0.504504505,0.0096,ACC,ACC,1,0
2538,1,Northern Kentucky,North Florida,"Monday, January 6, 2014",Northern Kentucky 70  North Florida 64,64,0.453389831,0.0401,Atlantic Sun,Atlantic Sun,1,0
2537,1,Mercer,East Tennessee St.,"Monday, January 6, 2014",Mercer 73  East Tennessee St. 63,64,0.471153846,0.0168,Atlantic Sun,Atlantic Sun,1,0
2536,1,Marist,Canisius,"Monday, January 6, 2014",Marist 65  Canisius 62,62,0.5,0.0408,MAAC,MAAC,1,0
2535,1,Jacksonville,Lipscomb,"Monday, January 6, 2014",Jacksonville 88  Lipscomb 85,75,0.5375,0.0477,Atlantic Sun,Atlantic Sun,1,0
2534,1,Kennesaw St.,USC Upstate,"Monday, January 6, 2014",Kennesaw St. 68  USC Upstate 58,61,0.485,0.029,Atlantic Sun,Atlantic Sun,1,0
2533,1,Elon,Appalachian St.,"Monday, January 6, 2014",Elon 75  Appalachian St. 66,65,0.535,0.003,Southern,Southern,1,0
2532,1,Prairie View A&M,Alcorn St.,"Monday, January 6, 2014",Prairie View A&M 70  Alcorn St. 67,68,0.513274336,0.0529,SWAC,SWAC,1,0
2530,1,Michigan,Northwestern,"Sunday, January 5, 2014",Michigan 74  Northwestern 51,61,0.515463918,0.0044,Big Ten,Big Ten,1,0
2529,1,Marshall,Presbyterian,"Sunday, January 5, 2014",Marshall 77  Presbyterian 49,66,0.428571429,0.0061,Conference USA,Big South,0,0
2528,1,Maine,Binghamton,"Sunday, January 5, 2014",Maine 82  Binghamton 66,83,0.451851852,0.0101,America East,America East,1,0
2527,1,Boston University,Lehigh,"Sunday, January 5, 2014",Boston University 67  Lehigh 66,63,0.512295082,0.0442,Patriot League,Patriot League,1,0
2526,7.355455904,San Diego St.,Kansas,"Sunday, January 5, 2014",San Diego St. 61  Kansas 57,65,0.368644068,0.0422,Mountain West,Big Twelve,0,0
2525,1,Wake Forest,North Carolina,"Sunday, January 5, 2014",Wake Forest 73  North Carolina 67,74,0.441860465,0.0299,ACC,ACC,1,0
2524,8.528460039,Wisconsin,Iowa,"Sunday, January 5, 2014",Wisconsin 75  Iowa 71,70,0.444444444,0.0358,Big Ten,Big Ten,1,0
2523,2.005078336,Villanova,Providence,"Sunday, January 5, 2014",Villanova 91  Providence 61,68,0.564814815,0.0015,Big East,Big East,1,0
2522,1,Arizona St.,Washington St.,"Sunday, January 5, 2014",Arizona St. 66  Washington St. 47,64,0.446601942,0.0099,Pac Ten,Pac Ten,1,0
2521,6.027099433,Colorado,Oregon,"Sunday, January 5, 2014",Colorado 100  Oregon 91,78,0.533834586,0.0355,Pac Ten,Pac Ten,1,0
2520,1,Loyola Chicago,Missouri St.,"Sunday, January 5, 2014",Loyola Chicago 89  Missouri St. 57,67,0.556074766,0.0201,Missouri Valley,Missouri Valley,1,0
2519,1,Fairleigh Dickinson,Hofstra,"Sunday, January 5, 2014",Fairleigh Dickinson 86  Hofstra 67,60,0.545,0.0182,Northeast,CAA,0,0
2518,1,UCLA,USC,"Sunday, January 5, 2014",UCLA 107  USC 73,81,0.563909774,0.0041,Pac Ten,Pac Ten,1,0
2517,1,Wichita St.,Northern Iowa,"Sunday, January 5, 2014",Wichita St. 67  Northern Iowa 53,64,0.407563025,0.0105,Missouri Valley,Missouri Valley,1,0
2516,1,UMass Lowell,UMBC,"Sunday, January 5, 2014",UMass Lowell 59  UMBC 54,62,0.417525773,0.0373,America East,America East,1,0
2515,1,Navy,Lafayette,"Sunday, January 5, 2014",Navy 79  Lafayette 71,67,0.546875,0.0403,Patriot League,Patriot League,1,0
2514,1,Bucknell,Colgate,"Sunday, January 5, 2014",Bucknell 68  Colgate 57,62,0.505154639,0.0181,Patriot League,Patriot League,1,0
2513,1,Army,Loyola MD,"Sunday, January 5, 2014",Army 91  Loyola MD 82,76,0.553278689,0.0233,Patriot League,Patriot League,1,0
2512,1,Florida Gulf Coast,Stetson,"Sunday, January 5, 2014",Florida Gulf Coast 68  Stetson 55,63,0.438596491,0.023,Atlantic Sun,Atlantic Sun,1,0
2511,1,Minnesota,Purdue,"Sunday, January 5, 2014",Minnesota 82  Purdue 79,63,0.541284404,0.0114,Big Ten,Big Ten,1,0
2510,1,Illinois St.,Southern Illinois,"Sunday, January 5, 2014",Illinois St. 66  Southern Illinois 48,66,0.423076923,0.0169,Missouri Valley,Missouri Valley,1,0
2509,1,American,Holy Cross,"Sunday, January 5, 2014",American 69  Holy Cross 54,64,0.449074074,0.0302,Patriot League,Patriot League,1,0
2508,1,Old Dominion,George Mason,"Saturday, January 4, 2014",Old Dominion 71  George Mason 66,71,0.442708333,0.0259,Conference USA,A10,0,0
2507,1,Detroit,Wright St.,"Saturday, January 4, 2014",Detroit 58  Wright St. 53,65,0.412371134,0.0429,Horizon League,Horizon League,1,0
2506,1,College of Charleston,Howard,"Saturday, January 4, 2014",College of Charleston 60  Howard 50,60,0.357142857,0.0035,CAA,MEAC,0,0
2505,1,Northern Colorado,Southern Utah,"Saturday, January 4, 2014",Northern Colorado 91  Southern Utah 55,64,0.596774194,0.0013,Big Sky,Big Sky,1,0
2504,1,Montana St.,Northern Arizona,"Saturday, January 4, 2014",Montana St. 68  Northern Arizona 66,63,0.538095238,0.0493,Big Sky,Big Sky,1,0
2503,1,Montana,Sacramento St.,"Saturday, January 4, 2014",Montana 82  Sacramento St. 70,64,0.598039216,0.0087,Big Sky,Big Sky,1,0
2502,1,New Mexico St.,Grand Canyon,"Saturday, January 4, 2014",New Mexico St. 84  Grand Canyon 62,66,0.513392857,0.0049,WAC,WAC,1,0
